,DAILY_STRESS,FLOW,DAILY_SHOUTING,WEEKLY_MEDITATION,AGE,GENDER,WEIGHTED_SCORE
6766,3,4,1,7,36 to 50,Male,98
6767,2,2,0,7,51 or more,Female,91
6768,1,1,1,2,36 to 50,Male,72
6769,2,2,2,6,36 to 50,Female,76
6770,1,1,1,10,Less than 20,Male,80
6771,4,8,5,8,51 or more,Female,99
6772,5,2,0,10,51 or more,Female,94
6773,5,2,10,2,36 to 50,Male,16
6774,1,0,5,5,21 to 35,Female,40
6775,2,3,0,10,21 to 35,Female,101
6776,2,3,0,10,21 to 35,Female,101
6777,3,1,3,2,21 to 35,Male,58
6778,2,8,2,10,51 or more,Male,122
6779,5,1,4,5,21 to 35,Female,54
6780,3,1,0,8,21 to 35,Male,85
6781,0,10,1,10,21 to 35,Male,143
6782,1,3,0,10,21 to 35,Male,101
6783,5,3,1,4,36 to 50,Male,88
6784,1,10,2,6,51 or more,Female,132
6785,4,1,3,5,51 or more,Female,61
6786,3,5,3,10,21 to 35,Female,94
6787,1,1,1,6,51 or more,Male,76
6788,3,3,6,2,36 to 50,Female,51
6789,3,2,0,2,21 to 35,Female,86
6790,1,2,1,7,36 to 50,Female,84
6791,2,5,3,10,21 to 35,Male,94
6792,3,2,1,10,36 to 50,Female,87
6793,5,2,5,7,21 to 35,Female,56
6794,3,1,7,8,51 or more,Male,36
6795,2,1,10,4,36 to 50,Male,11
6796,0,5,0,10,21 to 35,Male,115
6797,2,1,3,5,36 to 50,Male,61
6798,0,2,1,10,Less than 20,Male,87
6799,1,0,5,8,36 to 50,Male,43
6800,2,1,2,5,21 to 35,Female,68
6801,5,1,10,10,36 to 50,Male,17
6802,2,3,7,7,36 to 50,Female,49
6803,1,4,3,10,51 or more,Female,87
6804,1,6,1,9,36 to 50,Male,114
6805,5,2,4,6,21 to 35,Female,62
6806,2,7,2,10,51 or more,Female,115
6807,4,3,0,5,51 or more,Female,96
6808,2,0,2,3,51 or more,Female,59
6809,3,2,0,4,51 or more,Female,88
6810,2,1,2,5,Less than 20,Female,68
6811,2,6,0,10,51 or more,Female,122
6812,3,1,0,8,21 to 35,Male,85
6813,2,7,1,10,21 to 35,Female,122
6814,3,1,0,8,21 to 35,Male,85
6815,3,2,3,3,51 or more,Male,66
6816,1,4,0,7,21 to 35,Male,105
6817,2,0,2,10,21 to 35,Female,66
6818,3,9,2,10,21 to 35,Male,129
6819,3,1,5,5,36 to 50,Female,47
6820,0,7,1,10,36 to 50,Male,122
6821,3,1,2,2,Less than 20,Female,65
6822,2,0,5,7,21 to 35,Male,42
6823,5,7,10,2,21 to 35,Male,51
6824,5,3,3,10,51 or more,Male,80
6825,4,1,6,2,21 to 35,Male,37
6826,3,1,0,8,21 to 35,Male,85
6827,4,4,1,5,Less than 20,Female,96
6828,3,3,0,7,51 or more,Female,98
6829,3,10,10,10,21 to 35,Female,80
6830,3,1,4,2,21 to 35,Male,51
6831,4,2,8,7,21 to 35,Male,35
6832,3,1,3,9,21 to 35,Male,65
6833,2,1,1,1,36 to 50,Male,71
6834,3,1,2,5,Less than 20,Female,68
6835,3,2,9,2,21 to 35,Female,23
6836,4,2,1,7,Less than 20,Female,84
6837,0,3,0,8,51 or more,Female,99
6838,4,1,6,2,21 to 35,Male,37
6839,1,7,1,10,51 or more,Male,122
6840,1,2,0,10,21 to 35,Male,94
6841,4,1,3,10,51 or more,Male,66
6842,2,6,1,2,36 to 50,Male,107
6843,5,1,4,10,51 or more,Male,59
6844,4,2,3,10,51 or more,Female,73
6845,4,5,8,3,21 to 35,Female,52
6846,3,10,10,10,21 to 35,Female,80
6847,2,4,4,3,21 to 35,Female,73
6848,0,0,1,10,51 or more,Female,73
6849,2,2,1,8,21 to 35,Female,85
6850,2,2,2,8,36 to 50,Male,78
6851,2,2,3,4,21 to 35,Female,67
6852,3,1,2,3,36 to 50,Female,66
6853,4,1,8,2,21 to 35,Male,23
6854,4,1,8,2,21 to 35,Male,23
6855,2,1,0,7,36 to 50,Male,84
6856,3,1,7,6,36 to 50,Female,34
6857,1,8,1,3,51 or more,Male,122
6858,4,1,3,10,21 to 35,Female,66
6859,4,0,5,10,21 to 35,Male,45
6860,2,1,1,3,51 or more,Female,73
6861,2,3,2,10,36 to 50,Male,87
6862,2,3,2,3,21 to 35,Female,80
6863,3,3,3,6,36 to 50,Female,76
6864,1,2,1,10,51 or more,Male,87
6865,2,3,7,7,36 to 50,Female,49
6866,2,1,3,10,Less than 20,Male,66
6867,4,8,7,10,21 to 35,Female,87
6868,3,7,1,10,51 or more,Male,122
6869,0,2,0,10,21 to 35,Male,94
6870,3,2,10,0,36 to 50,Female,14
6871,2,5,1,10,21 to 35,Male,108
6872,3,1,0,7,36 to 50,Female,84
6873,2,1,2,1,36 to 50,Male,64
6874,2,1,2,1,36 to 50,Male,64
6875,3,2,1,3,21 to 35,Female,80
6876,4,5,1,10,21 to 35,Male,108
6877,2,7,3,9,21 to 35,Male,107
6878,4,2,2,6,21 to 35,Female,76
6879,2,1,1,3,51 or more,Female,73
6880,3,1,4,10,36 to 50,Male,59
6881,4,2,6,3,36 to 50,Male,45
6882,5,6,1,10,36 to 50,Male,115
6883,2,3,1,10,21 to 35,Male,94
6884,5,0,7,6,36 to 50,Male,27
6885,1,0,1,2,36 to 50,Female,65
6886,2,4,4,0,21 to 35,Female,70
6887,3,4,0,5,21 to 35,Female,103
6888,1,4,5,7,36 to 50,Female,70
6889,5,2,9,10,21 to 35,Male,31
6890,1,3,1,6,21 to 35,Female,90
6891,1,5,1,7,51 or more,Female,105
6892,2,7,1,7,51 or more,Male,119
6893,5,4,0,10,21 to 35,Male,108
6894,3,6,3,3,36 to 50,Female,94
6895,2,3,10,2,36 to 50,Female,23
6896,3,1,1,7,36 to 50,Male,77
6897,2,7,0,0,21 to 35,Female,119
6898,1,7,2,6,21 to 35,Female,111
6899,4,4,10,10,21 to 35,Male,38
6900,0,8,0,4,Less than 20,Male,130
6901,0,8,0,4,Less than 20,Male,130
6902,0,8,0,4,Less than 20,Male,130
6903,3,3,3,6,36 to 50,Male,76
6904,1,5,3,7,51 or more,Female,91
6905,3,8,5,7,51 or more,Male,98
6906,3,1,1,7,36 to 50,Male,77
6907,1,1,2,4,51 or more,Female,67
6908,4,4,10,10,21 to 35,Male,38
6909,4,2,1,10,36 to 50,Female,87
6910,3,3,0,10,51 or more,Female,101
6911,3,2,2,10,36 to 50,Female,80
6912,3,2,3,3,21 to 35,Male,66
6913,4,6,3,8,36 to 50,Male,99
6914,2,1,0,5,21 to 35,Male,82
6915,5,2,1,2,36 to 50,Male,79
6916,3,0,1,10,36 to 50,Male,73
6917,4,1,5,6,21 to 35,Female,48
6918,3,2,2,7,36 to 50,Male,77
6919,0,2,0,10,21 to 35,Male,94
6920,3,2,1,10,51 or more,Female,87
6921,3,2,1,3,51 or more,Female,80
6922,1,1,1,5,51 or more,Male,75
6923,2,0,1,0,36 to 50,Female,63
6924,1,3,3,8,51 or more,Female,78
6925,1,1,1,10,51 or more,Male,80
6926,2,3,1,3,21 to 35,Male,87
6927,5,1,0,0,36 to 50,Male,77
6928,3,10,10,4,36 to 50,Female,74
6929,5,3,3,3,21 to 35,Female,73
6930,4,0,10,3,36 to 50,Female,3
6931,3,2,1,7,21 to 35,Male,84
6932,3,2,1,5,36 to 50,Female,82
6933,1,8,0,10,51 or more,Female,136
6934,2,7,5,10,51 or more,Female,94
6935,3,5,0,10,51 or more,Female,115
6936,0,5,0,10,51 or more,Female,115
6937,3,2,10,7,36 to 50,Female,21
6938,3,7,2,6,21 to 35,Female,111
6939,1,3,1,10,51 or more,Male,94
6940,2,1,2,10,51 or more,Male,73
6941,1,2,1,10,36 to 50,Female,87
6942,1,2,4,6,51 or more,Male,62
6943,2,3,4,4,51 or more,Male,67
6944,3,1,1,5,51 or more,Male,75
6945,2,0,8,2,36 to 50,Male,16
6946,2,1,2,3,Less than 20,Male,66
6947,1,5,2,10,51 or more,Female,101
6948,5,4,5,10,21 to 35,Female,73
6949,1,2,1,8,51 or more,Female,85
6950,2,10,1,10,51 or more,Female,143
6951,3,3,5,7,36 to 50,Female,63
6952,4,2,1,5,36 to 50,Female,82
6953,4,3,6,2,21 to 35,Female,51
6954,2,2,3,2,36 to 50,Female,65
6955,4,5,3,3,21 to 35,Male,87
6956,2,2,0,4,51 or more,Female,88
6957,2,1,3,6,36 to 50,Female,62
6958,5,10,2,10,36 to 50,Female,136
6959,2,2,1,2,21 to 35,Female,79
6960,3,2,2,10,36 to 50,Female,80
6961,1,5,3,3,36 to 50,Male,87
6962,2,3,2,5,36 to 50,Female,82
6963,3,6,3,8,51 or more,Female,99
6964,2,4,2,6,36 to 50,Male,90
6965,2,5,0,7,51 or more,Female,112
6966,1,3,0,7,36 to 50,Female,98
6967,5,2,8,7,51 or more,Male,35
6968,4,2,2,4,21 to 35,Male,74
6969,1,3,1,8,36 to 50,Male,92
6970,4,7,2,1,51 or more,Male,106
6971,5,4,10,10,36 to 50,Female,38
6972,1,8,0,10,36 to 50,Male,136
6973,0,1,0,10,36 to 50,Female,87
6974,4,6,1,6,51 or more,Female,111
6975,1,3,5,7,36 to 50,Male,63
6976,1,5,5,5,36 to 50,Female,75
6977,2,1,10,10,36 to 50,Female,17
6978,3,0,1,0,21 to 35,Female,63
6979,3,1,1,10,51 or more,Female,80
6980,0,4,1,10,51 or more,Female,101
6981,3,6,1,6,51 or more,Female,111
6982,2,7,3,5,36 to 50,Female,103
6983,3,2,3,5,21 to 35,Female,68
6984,1,3,1,10,Less than 20,Male,94
6985,2,3,1,1,36 to 50,Male,85
6986,1,2,0,2,51 or more,Female,86
6987,4,4,2,6,36 to 50,Female,90
6988,4,1,9,10,21 to 35,Male,24
6989,4,3,10,10,21 to 35,Female,31
6990,4,1,4,7,51 or more,Male,56
6991,4,4,6,10,21 to 35,Female,66
6992,2,3,0,9,51 or more,Male,100
6993,0,5,2,7,51 or more,Male,98
6994,4,0,2,9,51 or more,Female,65
6995,4,3,4,2,36 to 50,Female,65
6996,5,4,10,10,36 to 50,Female,38
6997,3,1,3,1,21 to 35,Male,57
6998,2,5,0,10,21 to 35,Male,115
6999,4,0,10,1,36 to 50,Female,1
7000,2,2,10,5,36 to 50,Female,19
7001,3,1,1,9,51 or more,Female,79
7002,4,2,5,7,21 to 35,Male,56
7003,5,1,4,3,36 to 50,Male,52
7004,3,5,2,5,51 or more,Female,96
7005,5,1,10,3,36 to 50,Female,10
7006,4,2,8,6,21 to 35,Female,34
7007,1,1,3,6,36 to 50,Female,62
7008,2,1,0,10,51 or more,Female,87
7009,5,4,4,3,21 to 35,Female,73
7010,4,3,0,10,36 to 50,Male,101
7011,2,5,2,10,51 or more,Female,101
7012,2,1,0,10,21 to 35,Male,87
7013,3,5,1,6,Less than 20,Female,104
7014,5,3,8,10,51 or more,Female,45
7015,2,2,2,8,21 to 35,Male,78
7016,4,1,3,6,51 or more,Female,62
7017,3,1,0,4,51 or more,Female,81
7018,1,2,3,5,21 to 35,Male,68
7019,5,1,4,7,36 to 50,Male,56
7020,1,1,0,10,51 or more,Female,87
7021,3,3,0,4,21 to 35,Male,95
7022,3,3,2,10,21 to 35,Female,87
7023,1,10,2,10,36 to 50,Female,136
7024,1,10,2,10,36 to 50,Female,136
7025,1,1,8,10,21 to 35,Female,31
7026,1,2,1,7,36 to 50,Male,84
7027,2,3,3,7,Less than 20,Female,77
7028,1,1,5,10,36 to 50,Female,52
7029,5,3,1,2,51 or more,Female,86
7030,3,3,0,4,21 to 35,Female,95
7031,3,6,2,6,Less than 20,Female,104
7032,2,1,1,10,21 to 35,Male,80
7033,2,6,5,10,51 or more,Male,87
7034,3,0,7,5,21 to 35,Female,26
7035,3,2,2,4,21 to 35,Male,74
7036,2,3,1,7,21 to 35,Male,91
7037,2,7,4,7,21 to 35,Female,98
7038,1,4,4,7,21 to 35,Female,77
7039,3,2,1,1,21 to 35,Female,78
7040,5,6,8,7,21 to 35,Male,63
7041,5,1,5,10,36 to 50,Female,52
7042,2,2,7,10,51 or more,Female,45
7043,3,1,0,2,51 or more,Female,79
7044,5,2,10,10,36 to 50,Male,24
7045,3,2,8,3,36 to 50,Female,31
7046,2,8,1,7,51 or more,Male,126
7047,2,3,2,2,51 or more,Female,79
7048,4,1,7,0,21 to 35,Male,28
7049,2,6,1,4,21 to 35,Male,109
7050,2,7,5,2,51 or more,Female,86
7051,3,5,4,1,21 to 35,Female,78
7052,4,1,6,1,36 to 50,Male,36
7053,1,0,2,7,51 or more,Female,63
7054,3,0,2,7,51 or more,Female,63
7055,4,6,2,5,21 to 35,Male,103
7056,1,1,1,10,36 to 50,Female,80
7057,1,2,2,10,21 to 35,Male,80
7058,1,6,1,10,36 to 50,Male,115
7059,3,3,3,5,51 or more,Male,75
7060,1,1,4,10,51 or more,Male,59
7061,1,1,4,10,51 or more,Male,59
7062,5,2,8,8,21 to 35,Male,36
7063,5,2,8,8,21 to 35,Male,36
7064,2,3,6,8,51 or more,Male,57
7065,4,5,7,7,51 or more,Female,63
7066,3,1,3,10,21 to 35,Male,66
7067,1,2,1,5,36 to 50,Female,82
7068,3,0,7,7,36 to 50,Female,28
7069,4,4,1,6,21 to 35,Female,97
7070,3,1,3,8,21 to 35,Male,64
7071,3,1,3,8,21 to 35,Male,64
7072,3,3,2,3,36 to 50,Female,80
7073,2,4,3,3,21 to 35,Female,80
7074,2,3,5,8,51 or more,Male,64
7075,3,3,1,7,51 or more,Female,91
7076,2,2,0,3,21 to 35,Male,87
7077,2,5,1,6,36 to 50,Female,104
7078,2,4,5,9,51 or more,Male,72
7079,3,1,0,7,21 to 35,Female,84
7080,1,1,1,3,36 to 50,Female,73
7081,4,6,5,10,Less than 20,Female,87
7082,3,1,3,4,36 to 50,Female,60
7083,4,2,2,2,36 to 50,Male,72
7084,3,3,3,10,51 or more,Male,80
7085,4,3,1,7,51 or more,Female,91
7086,3,5,5,5,21 to 35,Male,75
7087,2,2,4,7,51 or more,Female,63
7088,1,5,5,6,36 to 50,Female,76
7089,1,8,3,7,36 to 50,Male,112
7090,5,4,4,10,51 or more,Female,80
7091,0,1,0,10,36 to 50,Male,87
7092,3,3,0,3,36 to 50,Male,94
7093,4,2,3,6,36 to 50,Female,69
7094,3,7,6,6,51 or more,Male,83
7095,1,2,1,4,21 to 35,Female,81
7096,3,1,3,10,36 to 50,Female,66
7097,3,4,3,7,21 to 35,Female,84
7098,3,4,3,7,21 to 35,Female,84
7099,1,4,2,10,21 to 35,Male,94
7100,1,1,1,4,36 to 50,Female,74
7101,3,3,1,5,Less than 20,Male,89
7102,4,0,1,7,Less than 20,Female,70
7103,3,1,3,10,36 to 50,Female,66
7104,2,4,4,9,21 to 35,Female,79
7105,3,2,3,5,21 to 35,Female,68
7106,2,0,2,10,21 to 35,Female,66
7107,3,3,1,5,51 or more,Female,89
7108,4,2,2,5,36 to 50,Female,75
7109,5,1,2,1,21 to 35,Male,64
7110,3,2,1,10,36 to 50,Male,87
7111,4,0,4,2,21 to 35,Female,44
7112,4,2,2,10,51 or more,Female,80
7113,0,3,1,4,51 or more,Male,88
7114,4,4,4,8,51 or more,Male,78
7115,1,2,3,7,36 to 50,Female,70
7116,3,1,3,7,21 to 35,Male,63
7117,3,5,2,8,21 to 35,Male,99
7118,4,5,1,7,36 to 50,Female,105
7119,5,1,7,2,51 or more,Female,30
7120,3,1,1,2,36 to 50,Male,72
7121,5,4,7,7,36 to 50,Female,56
7122,5,0,2,4,21 to 35,Female,60
7123,0,3,3,10,36 to 50,Female,80
7124,5,1,5,3,36 to 50,Female,45
7125,4,2,1,2,21 to 35,Female,79
7126,4,0,2,5,36 to 50,Male,61
7127,4,0,7,10,Less than 20,Female,31
7128,1,10,0,10,51 or more,Male,150
7129,1,2,1,5,51 or more,Female,82
7130,3,1,0,7,21 to 35,Male,84
7131,2,4,0,10,36 to 50,Female,108
7132,3,2,1,10,51 or more,Female,87
7133,0,5,0,10,Less than 20,Female,115
7134,3,2,2,4,51 or more,Male,74
7135,1,6,1,10,21 to 35,Male,115
7136,4,4,1,10,36 to 50,Male,101
7137,4,4,1,10,36 to 50,Male,101
7138,3,2,5,10,36 to 50,Male,59
7139,3,3,4,0,Less than 20,Male,63
7140,3,10,0,10,Less than 20,Male,150
7141,1,5,1,8,21 to 35,Male,106
7142,3,1,3,10,36 to 50,Female,66
7143,2,2,1,7,51 or more,Male,84
7144,1,3,1,7,21 to 35,Female,91
7145,2,1,0,10,21 to 35,Male,87
7146,4,0,1,7,36 to 50,Male,70
7147,1,0,0,10,21 to 35,Male,80
7148,3,0,5,4,21 to 35,Male,39
7149,5,2,3,3,Less than 20,Male,66
7150,3,4,1,10,21 to 35,Female,101
7151,4,4,3,10,51 or more,Female,87
7152,4,0,1,7,36 to 50,Male,70
7153,3,2,1,5,21 to 35,Male,82
7154,3,3,0,1,36 to 50,Female,92
7155,1,3,10,10,Less than 20,Female,31
7156,4,3,4,5,36 to 50,Female,68
7157,2,1,2,10,51 or more,Female,73
7158,4,2,5,3,21 to 35,Male,52
7159,2,3,8,6,36 to 50,Female,41
7160,2,1,10,8,21 to 35,Male,15
7161,4,3,5,8,51 or more,Female,64
7162,3,5,2,7,51 or more,Female,98
7163,5,0,5,7,51 or more,Female,42
7164,1,4,0,10,51 or more,Male,108
7165,2,2,0,7,21 to 35,Female,91
7166,3,1,8,1,21 to 35,Male,22
7167,5,1,3,10,36 to 50,Female,66
7168,5,1,0,10,51 or more,Female,87
7169,4,0,10,5,21 to 35,Female,5
7170,2,4,3,10,21 to 35,Male,87
7171,1,2,5,7,21 to 35,Male,56
7172,3,1,0,2,36 to 50,Male,79
7173,2,4,1,9,36 to 50,Female,100
7174,2,3,2,7,36 to 50,Male,84
7175,2,3,1,3,36 to 50,Female,87
7176,4,4,5,3,21 to 35,Female,66
7177,1,4,7,10,36 to 50,Female,59
7178,0,9,1,10,21 to 35,Female,136
7179,2,0,1,10,51 or more,Female,73
7180,1,4,0,4,36 to 50,Female,102
7181,3,4,2,2,Less than 20,Female,86
7182,3,4,0,10,51 or more,Female,108
7183,1,9,1,7,36 to 50,Female,133
7184,3,5,6,3,21 to 35,Female,66
7185,2,7,5,3,36 to 50,Male,87
7186,3,3,1,10,51 or more,Female,94
7187,2,2,2,5,36 to 50,Female,75
7188,5,6,5,4,36 to 50,Female,81
7189,1,2,6,2,21 to 35,Female,44
7190,3,1,2,8,21 to 35,Female,71
7191,1,2,1,10,21 to 35,Female,87
7192,2,6,3,10,51 or more,Male,101
7193,5,0,0,9,21 to 35,Female,79
7194,3,5,4,2,21 to 35,Female,79
7195,3,8,4,2,21 to 35,Female,100
7196,4,4,3,5,36 to 50,Female,82
7197,5,5,6,3,36 to 50,Male,66
7198,1,2,8,10,36 to 50,Male,38
7199,3,4,5,10,36 to 50,Female,73
7200,1,2,1,3,36 to 50,Female,80
7201,0,2,0,3,21 to 35,Male,87
7202,1,4,1,10,21 to 35,Female,101
7203,3,4,0,5,21 to 35,Female,103
7204,3,2,1,5,Less than 20,Female,82
7205,2,2,10,10,36 to 50,Female,24
7206,2,2,5,6,36 to 50,Female,55
7207,3,4,1,9,51 or more,Female,100
7208,5,4,1,3,36 to 50,Male,94
7209,4,1,1,10,21 to 35,Female,80
7210,1,1,1,10,51 or more,Female,80
7211,5,1,1,1,51 or more,Female,71
7212,1,2,4,5,21 to 35,Male,61
7213,3,6,3,8,36 to 50,Female,99
7214,5,3,3,10,51 or more,Female,80
7215,1,0,1,3,21 to 35,Female,66
7216,2,0,10,10,Less than 20,Female,10
7217,2,1,1,10,51 or more,Male,80
7218,1,5,0,10,51 or more,Female,115
7219,2,6,3,5,21 to 35,Female,96
7220,3,6,3,7,21 to 35,Female,98
7221,1,3,1,8,36 to 50,Female,92
7222,4,0,1,1,51 or more,Female,64
7223,3,1,7,5,21 to 35,Female,33
7224,3,4,5,3,Less than 20,Female,66
7225,3,6,7,10,Less than 20,Male,73
7226,4,1,0,10,21 to 35,Male,87
7227,3,5,3,10,21 to 35,Male,94
7228,3,5,3,4,36 to 50,Female,88
7229,3,8,1,8,Less than 20,Female,127
7230,3,6,0,10,21 to 35,Male,122
7231,1,3,0,10,21 to 35,Male,101
7232,1,3,0,10,21 to 35,Male,101
7233,2,2,0,10,51 or more,Male,94
7234,2,6,7,5,Less than 20,Male,68
7235,3,4,2,7,51 or more,Male,91
7236,0,1,0,3,51 or more,Male,80
7237,5,1,4,4,21 to 35,Male,53
7238,3,5,6,10,51 or more,Female,73
7239,1,4,1,6,Less than 20,Male,97
7240,4,4,3,5,21 to 35,Male,82
7241,3,6,1,1,36 to 50,Female,106
7242,5,0,3,1,21 to 35,Female,50
7243,2,1,10,1,21 to 35,Female,8
7244,2,2,1,10,21 to 35,Female,87
7245,4,0,3,4,21 to 35,Female,53
7246,5,1,2,4,21 to 35,Male,67
7247,3,1,3,1,21 to 35,Male,57
7248,5,6,2,4,Less than 20,Female,102
7249,1,4,0,8,51 or more,Female,106
7250,3,6,7,4,36 to 50,Male,67
7251,3,6,7,4,36 to 50,Male,67
7252,5,2,8,10,36 to 50,Female,38
7253,0,4,4,8,21 to 35,Male,78
7254,1,3,1,7,36 to 50,Female,91
7255,3,0,0,10,51 or more,Female,80
7256,0,3,1,7,36 to 50,Female,91
7257,3,6,0,5,Less than 20,Female,117
7258,1,4,1,7,51 or more,Male,98
7259,3,6,1,4,36 to 50,Male,109
7260,3,2,1,5,36 to 50,Male,82
7261,1,2,1,3,36 to 50,Male,80
7262,2,2,3,5,36 to 50,Male,68
7263,1,4,1,8,36 to 50,Male,99
7264,3,5,7,5,36 to 50,Male,61
7265,5,0,5,5,21 to 35,Female,40
7266,4,5,5,10,36 to 50,Male,80
7267,3,0,0,2,21 to 35,Female,72
7268,5,0,7,8,36 to 50,Female,29
7269,0,10,1,7,21 to 35,Female,140
7270,2,2,6,7,21 to 35,Female,49
7271,1,2,1,10,36 to 50,Male,87
7272,3,1,4,10,21 to 35,Male,59
7273,2,4,2,10,21 to 35,Male,94
7274,3,1,8,10,21 to 35,Female,31
7275,2,0,1,5,21 to 35,Female,68
7276,4,2,1,8,21 to 35,Female,85
7277,4,5,0,10,51 or more,Female,115
7278,3,2,1,5,21 to 35,Male,82
7279,4,2,1,2,21 to 35,Female,79
7280,2,8,5,4,36 to 50,Male,95
7281,3,1,10,10,36 to 50,Male,17
7282,5,1,1,6,36 to 50,Female,76
7283,1,3,2,9,21 to 35,Male,86
7284,2,2,10,7,36 to 50,Female,21
7285,3,2,2,8,51 or more,Female,78
7286,2,3,1,7,36 to 50,Female,91
7287,2,2,10,7,36 to 50,Female,21
7288,5,3,4,5,36 to 50,Male,68
7289,3,2,5,4,36 to 50,Female,53
7290,3,1,1,2,51 or more,Female,72
7291,3,0,3,10,21 to 35,Male,59
7292,3,1,7,2,21 to 35,Male,30
7293,3,0,1,6,21 to 35,Male,69
7294,5,0,0,0,36 to 50,Female,70
7295,0,5,1,7,51 or more,Female,105
7296,2,5,1,1,36 to 50,Female,99
7297,1,4,2,4,21 to 35,Male,88
7298,2,1,2,1,21 to 35,Female,64
7299,2,1,2,1,21 to 35,Female,64
7300,4,2,8,2,Less than 20,Female,30
7301,3,3,1,10,21 to 35,Female,94
7302,5,1,3,10,Less than 20,Female,66
7303,5,0,6,2,21 to 35,Female,30
7304,5,2,1,5,21 to 35,Female,82
7305,3,2,2,10,Less than 20,Female,80
7306,4,2,0,2,Less than 20,Female,86
7307,3,2,0,2,Less than 20,Female,86
7308,2,0,0,10,21 to 35,Female,80
7309,3,3,1,9,21 to 35,Male,93
7310,2,1,3,4,Less than 20,Female,60
7311,5,1,2,2,36 to 50,Male,65
7312,3,3,3,10,36 to 50,Female,80
7313,2,3,2,3,21 to 35,Female,80
7314,3,1,1,1,21 to 35,Female,71
7315,4,8,2,6,36 to 50,Female,118
7316,5,1,4,3,Less than 20,Female,52
7317,1,4,1,1,21 to 35,Female,92
7318,2,2,3,4,36 to 50,Female,67
7319,3,2,4,5,Less than 20,Female,61
7320,0,1,5,8,36 to 50,Female,50
7321,4,4,2,2,Less than 20,Female,86
7322,2,0,5,6,36 to 50,Female,41
7323,3,4,3,7,21 to 35,Male,84
7324,2,2,7,10,36 to 50,Female,45
7325,4,1,1,4,Less than 20,Female,74
7326,1,8,2,10,36 to 50,Female,122
7327,1,4,6,8,51 or more,Male,64
7328,4,3,1,2,36 to 50,Male,86
7329,1,9,3,7,Less than 20,Male,119
7330,3,10,3,10,21 to 35,Male,129
7331,5,1,3,1,21 to 35,Female,57
7332,2,3,0,10,51 or more,Female,101
7333,4,1,1,4,Less than 20,Female,74
7334,2,2,1,5,21 to 35,Female,82
7335,2,8,3,10,21 to 35,Female,115
7336,2,0,0,10,36 to 50,Male,80
7337,3,3,4,10,36 to 50,Female,73
7338,4,2,3,7,21 to 35,Female,70
7339,5,2,1,7,36 to 50,Female,84
7340,5,1,0,2,36 to 50,Female,79
7341,3,1,1,1,51 or more,Female,71
7342,1,1,2,10,21 to 35,Female,73
7343,4,3,1,10,36 to 50,Male,94
7344,3,2,2,5,21 to 35,Male,75
7345,2,3,0,5,51 or more,Female,96
7346,4,0,8,4,51 or more,Female,18
7347,1,2,5,8,51 or more,Male,57
7348,2,1,4,5,36 to 50,Female,54
7349,3,2,4,9,36 to 50,Female,65
7350,4,2,2,3,36 to 50,Female,73
7351,3,0,2,10,21 to 35,Female,66
7352,2,2,2,7,21 to 35,Male,77
7353,3,1,1,4,21 to 35,Male,74
7354,3,6,5,10,36 to 50,Female,87
7355,3,5,0,10,Less than 20,Male,115
7356,4,2,2,2,36 to 50,Female,72
7357,4,1,1,10,Less than 20,Male,80
7358,2,0,10,1,36 to 50,Male,1
7359,2,2,2,7,Less than 20,Female,77
7360,4,5,0,6,21 to 35,Female,111
7361,1,3,2,8,51 or more,Female,85
7362,2,6,0,6,51 or more,Female,118
7363,0,5,2,10,21 to 35,Female,101
7364,3,5,7,5,36 to 50,Female,61
7365,5,6,5,6,36 to 50,Male,83
7366,2,8,3,5,36 to 50,Female,110
7367,2,2,1,5,36 to 50,Female,82
7368,5,2,3,1,21 to 35,Female,64
7369,5,2,4,10,21 to 35,Female,66
7370,2,5,5,6,36 to 50,Male,76
7371,1,3,4,10,51 or more,Male,73
7372,4,4,0,7,51 or more,Female,105
7373,2,3,4,5,21 to 35,Female,68
7374,4,7,1,8,36 to 50,Male,120
7375,2,6,2,7,36 to 50,Female,105
7376,3,6,3,8,51 or more,Female,99
7377,3,0,4,5,51 or more,Male,47
7378,4,2,5,5,21 to 35,Male,54
7379,2,0,3,4,51 or more,Female,53
7380,2,0,3,8,36 to 50,Male,57
7381,3,7,3,2,36 to 50,Male,100
7382,2,2,6,7,51 or more,Male,49
7383,1,5,2,6,51 or more,Male,97
7384,2,1,10,5,21 to 35,Male,12
7385,1,6,3,3,Less than 20,Male,94
7386,3,2,2,4,21 to 35,Male,74
7387,3,3,1,5,36 to 50,Male,89
7388,5,4,1,4,36 to 50,Female,95
7389,3,2,2,10,51 or more,Male,80
7390,5,6,5,7,21 to 35,Female,84
7391,3,1,5,6,36 to 50,Female,48
7392,1,4,2,10,51 or more,Male,94
7393,3,1,1,7,36 to 50,Male,77
7394,4,1,10,10,36 to 50,Female,17
7395,2,3,7,3,36 to 50,Male,45
7396,1,10,0,10,51 or more,Female,150
7397,4,3,3,2,36 to 50,Female,72
7398,3,1,3,10,36 to 50,Male,66
7399,0,6,0,10,36 to 50,Male,122
7400,2,4,1,7,21 to 35,Female,98
7401,3,1,7,3,Less than 20,Female,31
7402,5,2,5,9,36 to 50,Female,58
7403,4,3,0,5,Less than 20,Female,96
7404,2,2,5,5,21 to 35,Female,54
7405,5,0,4,10,51 or more,Male,52
